117.73,125.94,139.76,129.57,59.798,149.76,121.86,135.01,86.294,139.92,118.2,138.1,152.37,123.99,64.584,149.47,149.2,75.792,138.7,125.42,129.97,119.85,135.69,78.269,131.18,131.94,92.917,129.03,116.25,121.82,125.2,135.76,146.91,130.59,66.465,153.95,129.48,141.87,95.931,139.43,109.47,136.56,104.05,125.18,119.24,128.39,129.86,160.17,129.22,68.516,150.98,138.95,148.75,72.882,148.53
71.558,86.476,122.42,82.672,40.468,130.54,112.66,121.08,48.214,124.44,76.82,87.609,141.28,106.22,44.224,121.04,143.51,47.791,134.78,73.946,93.702,75.241,127.08,44.538,126.16,126.53,35.856,128.4,73.622,57.972,81.497,126.08,138.45,74.992,43.738,136.42,123.36,129.72,47.695,130.53,78.685,127.14,56.526,118.46,77.501,68.487,81.857,138.57,78.948,48.018,139.01,123.71,131.14,43.396,138.4
102.56,110.48,110.54,107.15,43.23,109.87,104.05,88.766,66.849,99.557,90.42,100.75,111.18,110.83,43.882,116.47,109.21,65.536,106.67,80.948,88.998,94.237,102.25,54.099,114.89,100.18,62.439,93.353,79.666,81.22,98.888,116.66,127.32,99.98,37.113,124.18,111.21,116.27,44.436,117.78,81.988,104.41,60.715,105.04,80.928,80.683,88.987,129.94,92.843,40.394,125.58,119.06,122.37,46.932,131.96
129.38,126.34,124.51,136.79,73.571,120.46,105.35,110.3,100.87,118.43,131.42,144.05,126.09,147.39,89.136,122.23,117.1,106.38,107.68,144.9,139.12,142.4,110.26,107.08,103.89,97.498,130.15,92.787,126.58,152.89,145.6,109.2,120.9,139.79,94.345,118.3,99.625,106.84,123.26,109.43,115.74,102.82,128.59,96.607,126.03,140.32,134.55,121.79,147.71,92.959,126.05,111.15,119.16,97.788,120.53
116.05,116.87,171.38,142.29,76.318,158.3,139.68,169.53,92.01,152.59,119.42,127.71,178.4,132.51,73.819,167.6,166.87,73.36,170.1,127.77,133.81,137.62,159.74,93.76,151.99,145.74,115.95,140.97,128.57,138.85,143.16,141.66,172.63,152.43,79.451,151.38,134.04,163.52,110.22,157.91,127.19,142.71,118.3,140.63,141.58,129.13,140.77,160.82,142.63,77.812,173.42,138.66,156.36,84.384,163.73
136.89,135.79,96.445,128.49,70.672,90.855,82.442,90.361,97.304,81.062,129.09,135.47,98.09,135.66,76.513,97.145,95.127,106.14,92.391,131.49,118.56,125.86,100.13,85.534,98.124,90.259,97.906,81.922,114.18,120.92,121.87,110.82,120.86,130.16,53.461,118.34,106.91,108.45,81.779,104.01,95.405,94.161,106.52,87.929,108.27,107.19,108.94,127.9,120.72,53.84,131.49,109.98,118.69,65.095,118.51
137.4,135.16,81.913,125.91,85.603,84.569,72.564,75.667,107.03,75.454,123.28,140.03,86.69,132.87,89.335,95.742,80.736,110.13,79.185,135.83,119.45,129.58,82.886,99.975,82.236,80.113,111.91,70.875,118.17,126.42,123.47,82.868,93.083,133.88,70.651,99.385,89.851,77.485,109.16,83.25,108.95,72.306,123.53,82.345,118.86,130.44,120.57,116.05,137.22,66.778,105.16,93.966,99.339,75.349,96.952
142.97,133.71,98.12,134.48,95.273,93.917,86.35,94.948,114.14,95.223,143.53,136.92,108.94,139.27,78.864,98.763,104.44,101.92,91.79,131.8,137.19,131.77,98.325,96.634,94.764,92.18,109.1,93.737,117.1,139.17,130.21,106.68,115.34,139.21,76.986,110.67,98.961,100.31,104.24,101.66,112.66,97.76,123.9,93.505,121.66,132.32,138.57,119.18,129.86,64.911,128.19,108.68,110.25,73.61,111.54
95.529,109.34,119.03,114.81,44.129,122.02,108.34,107.32,62.464,106.29,99.983,106.99,117.2,112.96,40.636,117.42,104.97,65.87,101.41,104.11,107.36,106.54,109.57,53.434,110.7,97.68,73.143,100.61,94.5,91.86,100.12,119.46,129.07,104.02,47.244,119.8,113.36,115.18,61.38,112.79,88.907,107.18,74.433,95.786,87.685,88.226,96.146,128.32,94.285,33.811,123.84,105.26,107,40.346,125.76
133.39,126.39,105.02,144.3,73.776,99.023,86.613,99.179,104.7,88.522,142.43,141.7,116.64,145.77,75.078,105.63,97.086,91.283,97.327,135.55,137.56,136.71,95.989,105.02,87.798,89.224,114.35,86.182,114.8,134.79,135.2,98.613,111.12,146.72,82.401,102.38,88.535,100.9,119.8,95.128,126.21,92.099,132.11,86.629,135.85,139.68,143.57,117.22,146.13,80.696,113.54,99.526,101.7,84.722,104.11
123.94,130.74,81.272,116.01,64.375,93.216,84.026,79.801,90.868,85.224,121.97,121.38,94.53,119.89,59.408,99.183,85.251,98.483,77.727,122.9,126.42,132.08,82.471,91.101,77.361,75.971,114.51,67.28,106.26,116.02,117.46,87.09,89.807,122.34,79.329,87.13,84.88,72.528,107.71,83.583,115.09,71.929,117.85,83.423,114.17,123.04,121.83,93.807,132.5,74.517,98.093,87.67,94.347,75.138,100.4
